Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Anaeromyxobacter sp. Fw109-5	CP000769.1	Proteobacteria	0.1783930054	0.74	5277990	62.03007519	62.13853396	Non-Avoidance	0.5205411
Fervidobacterium nodosum Rt17-B1	CP000771.1	Thermotogae	1.15E-07	0.35	1948941	34.69387755	60.72733047	Avoidance	1.91E-24
Parvibaculum lavamentivorans DS-1	CP000774.1	Proteobacteria	0.9233510809	0.62	3914745	52.54803676	59.86053996	Non-Avoidance	1.31E-07
Campylobacter hominis ATCC BAA-381	CP000776.1	Proteobacteria	2.19E-07	0.32	1711273	28.3998284	50.41581963	Avoidance	1.97E-21
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	CP000777.1	Spirochaetes	0.007391257952	0.39	3603977	35.97402597	53.9201925	Avoidance	3.74E-18
Xanthobacter autotrophicus Py2	CP000781.1	Proteobacteria	1	0.67	5308934	57.4352548	60.96137339	Non-Avoidance	0.0003423531
Cronobacter sakazakii ATCC BAA-894	CP000783.1	Proteobacteria	0.02977649343	0.57	4368373	43.29004329	57.78095692	Avoidance	6.93E-18
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'	CP000786.1	Spirochaetes	0.04892829678	0.39	3599677	36.59373659	53.88008823	Avoidance	1.91E-17
Vibrio harveyi ATCC BAA-1116	CP000789.1	Proteobacteria	2.26E-26	0.46	3765351	38.35034014	56.00896143	Avoidance	1.72E-22
Campylobacter concisus 13826	CP000792.1	Proteobacteria	0.001410326323	0.39	2052007	31.20748299	52.3745947	Avoidance	1.65E-20
Escherichia coli E24377A	CP000800.1	Proteobacteria	9.88E-24	0.51	4979619	41.58163265	57.25722758	Avoidance	2.31E-20
Escherichia coli HS	CP000802.1	Proteobacteria	2.72E-17	0.51	4643538	41.60401003	57.62233375	Avoidance	2.58E-20
Francisella tularensis subsp. holarctica FTNF002-00	CP000803.1	Proteobacteria	0.01104335328	0.32	1890909	27.88502789	53.27932099	Avoidance	1.26E-20
Roseiflexus castenholzii DSM 13941	CP000804.1	Chloroflexi	0.0005714463076	0.61	5723298	50.29761905	62.6369742	Avoidance	1.48E-13
Treponema pallidum subsp. pallidum SS14	CP000805.1	Spirochaetes	0.9995069257	0.53	1139457	48.54497355	56.23058336	Non-Avoidance	2.66E-07
Cyanothece sp. ATCC 51142	CP000806.1	Cyanobacteria	0.7802512438	0.38	4934271	38.84711779	55.25012805	Non-Avoidance	9.60E-21
Thermotoga lettingae TMO	CP000812.1	Thermotogae	4.95E-05	0.39	2135342	37.58503401	61.49842271	Avoidance	1.30E-23
Bacillus pumilus SAFR-032	CP000813.1	Firmicutes	2.78E-05	0.41	3704465	35.90733591	55.96147459	Avoidance	1.96E-20
Campylobacter jejuni subsp. jejuni 81116	CP000814.1	Proteobacteria	1.01E-12	0.31	1628115	27.51790982	51.71259843	Avoidance	1.80E-20
Lysinibacillus sphaericus C3-41	CP000817.1	Firmicutes	0.004295335656	0.37	4639821	34.22619048	54.88657684	Avoidance	9.25E-21
Escherichia coli B str. REL606	CP000819.1	Proteobacteria	3.43E-20	0.51	4629812	41.47869674	57.53732541	Avoidance	9.13E-20
Frankia sp. EAN1pec	CP000820.1	Actinobacteria	0.004210832151	0.71	8982042	64.87050961	63.55507868	Avoidance	0.2419225
Shewanella sediminis HAW-EB3	CP000821.1	Proteobacteria	2.32E-08	0.46	5517674	38.97243108	55.55735318	Avoidance	8.59E-22
Citrobacter koseri ATCC BAA-895	CP000822.1	Proteobacteria	2.67E-11	0.54	4720462	43.33770205	57.52567394	Avoidance	5.31E-17
Prochlorococcus marinus str. MIT 9215	CP000825.1	Cyanobacteria	0.0001985363362	0.31	1738790	31.26843658	55.66793893	Avoidance	4.24E-21
Serratia proteamaculans 568	CP000826.1	Proteobacteria	0.0003271373191	0.55	5448853	41.89640769	56.97621572	Avoidance	7.62E-21
Acaryochloris marina MBIC11017	CP000828.1	Cyanobacteria	0.9999373538	0.47	6503724	44.75347661	55.72790846	Non-Avoidance	4.55E-17
Streptococcus pyogenes NZ131	CP000829.1	Firmicutes	4.63E-33	0.39	1815785	32.05467372	52.51602875	Avoidance	1.43E-17
Dinoroseobacter shibae DFL 12	CP000830.1	Proteobacteria	0.9999872176	0.66	3789584	53.25814536	59.29038282	Non-Avoidance	1.28E-06
Streptococcus suis GZ1	CP000837.1	Firmicutes	3.71E-28	0.41	2038034	33.11688312	52.98165138	Avoidance	2.60E-16
Rickettsia akari str. Hartford	CP000847.1	Proteobacteria	0.06792788129	0.32	1231060	27.65399738	52.36236647	Non-Avoidance	2.57E-19
Rickettsia rickettsii str. 'Sheila Smith'	CP000848.1	Proteobacteria	0.02964846995	0.32	1257710	28.09086938	52.03610833	Avoidance	2.90E-19
Rickettsia bellii OSU 85-389	CP000849.1	Proteobacteria	4.20E-07	0.32	1528980	27.71342771	52.0778431	Avoidance	3.25E-20
Salinispora arenicola CNS-205	CP000850.1	Actinobacteria	0.0003326047606	0.7	5786361	62.41045091	63.33622937	Avoidance	0.2594634
Shewanella pealeana ATCC 700345	CP000851.1	Proteobacteria	5.31E-16	0.45	5174581	39.5154553	55.57620818	Avoidance	1.65E-20
Alkaliphilus oremlandii OhILAs	CP000853.1	Firmicutes	5.22E-13	0.36	3123558	30.86734694	54.86667757	Avoidance	1.54E-23
Mycobacterium marinum M	CP000854.1	Actinobacteria	0.280341648	0.66	6636827	58.04375804	61.10823408	Non-Avoidance	0.001295631
Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594	CP000857.1	Proteobacteria	1.60E-13	0.52	4833080	43.94319131	57.36154885	Avoidance	5.00E-14
Desulfococcus oleovorans Hxd3	CP000859.1	Proteobacteria	0.2962595859	0.56	3944167	42.39359461	57.92138177	Non-Avoidance	2.13E-19
Candidatus Desulforudis audaxviator MP104C	CP000860.1	Firmicutes	0.02058620879	0.61	2349476	50.7518797	60.79022533	Avoidance	1.95E-11
Acinetobacter baumannii ACICU	CP000863.1	Proteobacteria	2.37E-19	0.39	3904116	38.6009271	55.08595989	Avoidance	1.91E-20
Burkholderia multivorans ATCC 17616	CP000868.1	Proteobacteria	1.06E-09	0.67	3448466	49.91496599	59.03199344	Avoidance	3.18E-11
Brucella canis ATCC 23365	CP000872.1	Proteobacteria	7.74E-14	0.57	2105969	47.31874732	59.54063604	Avoidance	5.62E-15
Herpetosiphon aurantiacus DSM 785	CP000875.1	Chloroflexi	0.1404923694	0.51	6346587	42.77056277	58.14620969	Non-Avoidance	4.51E-18
Prochlorococcus marinus str. MIT 9211	CP000878.1	Cyanobacteria	0.803174819	0.38	1688963	40.49726085	56.72803188	Non-Avoidance	3.24E-18
Petrotoga mobilis SJ95	CP000879.1	Thermotogae	1.81E-08	0.34	2169548	31.03741497	57.10971163	Avoidance	1.04E-24
Salmonella enterica subsp. arizonae serovar 62:z4,z23:--	CP000880.1	Proteobacteria	2.15E-05	0.51	4600800	42.51082251	57.28245696	Avoidance	8.67E-17
Delftia acidovorans SPH-1	CP000884.1	Proteobacteria	0.05923421976	0.66	6767514	48.37092732	58.26393338	Non-Avoidance	4.41E-12
Clostridium phytofermentans ISDg	CP000885.1	Firmicutes	4.18E-18	0.35	4847594	31.71768707	53.16334661	Avoidance	9.03E-25
Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	CP000886.1	Proteobacteria	3.59E-05	0.52	4858887	44.09013605	57.28414443	Avoidance	4.14E-15
Brucella abortus S19	CP000887.1	Proteobacteria	1.47E-09	0.57	2122487	47.36164736	59.38233701	Avoidance	3.50E-16
Coxiella burnetii RSA 331	CP000890.1	Proteobacteria	0.0007857980197	0.43	2016427	36.47959184	57.18573446	Avoidance	5.90E-22
Shewanella baltica OS195	CP000891.1	Proteobacteria	1.54E-09	0.46	5347283	39.89139515	56.1417448	Avoidance	3.47E-21
Acholeplasma laidlawii PG-8A	CP000896.1	Tenericutes	8.28E-05	0.32	1496992	28.93424036	51.04061427	Avoidance	3.65E-19
Yersinia pestis Angola	CP000901.1	Proteobacteria	1.48E-11	0.48	4504254	41.17151285	56.67818982	Avoidance	3.07E-21
Bacillus weihenstephanensis KBAB4	CP000903.1	Firmicutes	1.03E-06	0.36	5262775	33.79688158	55.20799742	Avoidance	5.24E-22
Methylobacterium extorquens PA1	CP000908.1	Proteobacteria	7.16E-05	0.68	5471154	58.43776107	61.03400416	Avoidance	0.001761486
Chloroflexus aurantiacus J-10-fl	CP000909.1	Chloroflexi	3.90E-06	0.57	5258541	45.57823129	62.13261649	Avoidance	8.66E-20
Renibacterium salmoninarum ATCC 33209	CP000910.1	Actinobacteria	0.0004567370921	0.56	3155250	52.03775204	59.01060071	Avoidance	9.97E-08
Brucella suis ATCC 23445	CP000911.1	Proteobacteria	7.09E-12	0.57	1923763	47.07482993	59.13575375	Avoidance	3.81E-14
Francisella tularensis subsp. mediasiatica FSC147	CP000915.1	Proteobacteria	0.00342991388	0.32	1893886	27.59353742	53.23412698	Avoidance	4.94E-20
Thermotoga neapolitana DSM 4359	CP000916.1	Thermotogae	0.001942170632	0.47	1884562	45.57823129	64.86748546	Avoidance	6.72E-23
Streptococcus pneumoniae 70585	CP000918.1	Firmicutes	1.60E-32	0.4	2184682	31.6017316	53.25941503	Avoidance	3.50E-18
Streptococcus pneumoniae JJA	CP000919.1	Firmicutes	8.84E-35	0.4	2120234	31.25541126	53.24029822	Avoidance	3.62E-18
Streptococcus pneumoniae P1031	CP000920.1	Firmicutes	4.55E-38	0.4	2111882	31.25541126	53.31699962	Avoidance	1.93E-18
Streptococcus pneumoniae Taiwan19F-14	CP000921.1	Firmicutes	8.48E-35	0.4	2112148	31.2987013	53.21100917	Avoidance	4.20E-18
Anoxybacillus flavithermus WK1	CP000922.1	Firmicutes	7.50E-06	0.42	2846746	37.84239359	57.59949859	Avoidance	1.09E-22
Thermoanaerobacter sp. X514	CP000923.1	Firmicutes	5.95E-05	0.35	2457259	34.30257059	58.26863923	Avoidance	2.57E-25
Thermoanaerobacter pseudethanolicus ATCC 33223	CP000924.1	Firmicutes	0.00061645148	0.35	2362816	34.38685209	58.18207803	Avoidance	8.16E-26
Pseudomonas putida GB-1	CP000926.1	Proteobacteria	0.4820652971	0.62	6078430	47.57727652	56.91550451	Non-Avoidance	7.65E-12
Caulobacter sp. K31	CP000927.1	Proteobacteria	0.7908591682	0.67	5477872	56.22389307	60.02969011	Non-Avoidance	0.0003874597
Heliobacterium modesticaldum Ice1	CP000930.2	Firmicutes	3.59E-05	0.57	3075407	49.00969237	59.39840393	Avoidance	1.89E-14
Shewanella halifaxensis HAW-EB4	CP000931.1	Proteobacteria	3.09E-09	0.45	5226917	39.13951546	55.54259043	Avoidance	3.46E-21
Campylobacter lari RM2100	CP000932.1	Proteobacteria	7.05E-05	0.3	1525460	27.26506532	51.41565081	Avoidance	1.91E-20
Cellvibrio japonicus Ueda107	CP000934.1	Proteobacteria	7.42E-06	0.52	4576573	43.77610693	57.18324792	Avoidance	8.86E-16
Streptococcus pneumoniae Hungary19A-6	CP000936.1	Firmicutes	1.95E-31	0.4	2245615	31.41109655	53.319695	Avoidance	1.12E-18
Francisella philomiragia subsp. philomiragia ATCC 25017	CP000937.1	Proteobacteria	5.17E-05	0.33	2045775	28.35884354	52.97500992	Avoidance	9.60E-20
Clostridium botulinum B1 str. Okra	CP000939.1	Firmicutes	3.13E-09	0.28	3958233	28.91462891	53.90625	Avoidance	2.37E-23
Xylella fastidiosa M12	CP000941.1	Proteobacteria	0.8998802	0.52	2475130	44.20564686	57.79582018	Non-Avoidance	9.58E-20
Methylobacterium sp. 4-46	CP000943.1	Proteobacteria	0.2865598242	0.72	7659055	60.27568922	62.70653029	Non-Avoidance	0.02356573
Escherichia coli ATCC 8739	CP000946.1	Proteobacteria	5.30E-18	0.51	4746218	41.64578112	57.56902571	Avoidance	5.74E-20
Haemophilus somnus 2336	CP000947.1	Proteobacteria	1.75E-23	0.37	2263857	32.70676692	54.03928266	Avoidance	7.64E-23
Escherichia coli str. K-12 substr. DH10B	CP000948.1	Proteobacteria	4.16E-31	0.51	4686137	41.17151285	57.4187615	Avoidance	4.88E-20
Pseudomonas putida W619	CP000949.1	Proteobacteria	0.6223973153	0.61	5774330	48.28738513	57.00934579	Non-Avoidance	1.35E-10
Yersinia pseudotuberculosis YPIII	CP000950.1	Proteobacteria	1.25E-12	0.48	4689441	41.14452799	56.74647217	Avoidance	1.78E-21
Synechococcus sp. PCC 7002	CP000951.1	Cyanobacteria	0.3755435992	0.5	3008047	43.86852086	55.38916942	Non-Avoidance	6.58E-16
Burkholderia cenocepacia MC0-3	CP000958.1	Proteobacteria	9.57E-08	0.67	3532883	49.38895912	58.97893031	Avoidance	7.59E-12
Shewanella woodyi ATCC 51908	CP000961.1	Proteobacteria	4.06E-07	0.44	5935403	39.13951546	55.47765118	Avoidance	3.68E-19
Clostridium botulinum A3 str. Loch Maree	CP000962.1	Firmicutes	1.73E-08	0.28	3992906	28.82882883	54.0978348	Avoidance	2.72E-24
Klebsiella pneumoniae 342	CP000964.1	Proteobacteria	0.001156691541	0.57	5641239	42.34234234	57.17688155	Avoidance	6.31E-19
Xanthomonas oryzae pv. oryzae PXO99A	CP000967.1	Proteobacteria	0.003433922667	0.64	5240075	53.13948588	59.14217633	Avoidance	1.77E-06
Thermotoga sp. RQ2	CP000969.1	Thermotogae	0.0002363940958	0.46	1877693	43.88674389	64.75436328	Avoidance	1.10E-24
Escherichia coli SMS-3-5	CP000970.1	Proteobacteria	8.00E-18	0.5	5068389	41.52046784	57.5748178	Avoidance	1.00E-20
Methylacidiphilum infernorum V4	CP000975.1	Verrucomicrobia	0.9135287457	0.45	2287145	39.56709957	57.2761194	Non-Avoidance	5.79E-21
Borrelia duttonii Ly	CP000976.1	Spirochaetes	2.91E-10	0.28	931674	27.65567766	49.44076222	Avoidance	1.56E-18
Borrelia recurrentis A1	CP000993.1	Spirochaetes	4.04E-09	0.28	930981	27.65567766	49.30598716	Avoidance	2.85E-18
Methylobacterium radiotolerans JCM 2831	CP001001.1	Proteobacteria	0.0151959961	0.72	6077833	60.23391813	61.5722828	Avoidance	0.05714547
Polynucleobacter necessarius subsp. necessarius STIR1	CP001010.1	Proteobacteria	5.44E-12	0.46	1560469	39.79591837	55.41689275	Avoidance	4.24E-17
Xylella fastidiosa M23	CP001011.1	Proteobacteria	0.1836699032	0.52	2535690	44.45849136	57.82762329	Non-Avoidance	3.76E-18
Leptothrix cholodnii SP-6	CP001013.1	Proteobacteria	0.003418394706	0.69	4909403	53.04928989	58.82053889	Avoidance	2.80E-07
Streptococcus pneumoniae G54	CP001015.1	Firmicutes	1.65E-39	0.4	2078953	31.33479212	53.43738387	Avoidance	7.26E-19
Beijerinckia indica subsp. indica ATCC 9039	CP001016.1	Proteobacteria	0.9999968453	0.57	4170153	50.56890013	58.94060995	Non-Avoidance	1.07E-10
Coxiella burnetii CbuG_Q212	CP001019.1	Proteobacteria	7.79E-05	0.43	2008870	38.05272109	57.20338983	Avoidance	9.96E-21
Coxiella burnetii CbuK_Q154	CP001020.1	Proteobacteria	2.41E-05	0.43	2063100	38.05272109	57.1680791	Avoidance	1.28E-20
Exiguobacterium sibiricum 255-15	CP001022.1	Firmicutes	0.3809868234	0.48	3034136	38.05309735	55.83189045	Non-Avoidance	1.10E-20
Burkholderia ambifaria MC40-6	CP001025.1	Proteobacteria	2.38E-10	0.67	3443583	49.3622449	58.95557288	Avoidance	4.96E-12
Methylobacterium populi BJ001	CP001029.1	Proteobacteria	0.0001142560523	0.69	5800441	59.27318296	61.18341142	Avoidance	0.02670152
Opitutus terrae PB90-1	CP001032.1	Verrucomicrobia	0.9971864984	0.65	5957605	52.76021913	58.89415482	Non-Avoidance	1.77E-07
Streptococcus pneumoniae CGSP14	CP001033.1	Firmicutes	5.55E-30	0.39	2209198	32.80908694	53.39238598	Avoidance	2.67E-17
Natranaerobius thermophilus JW/NM-WN-LF	CP001034.1	Firmicutes	0.0005611847703	0.36	3165557	33.58617783	59.62349886	Avoidance	5.01E-24
Nostoc punctiforme PCC 73102	CP001037.1	Cyanobacteria	3.68E-15	0.41	8234322	40.76858814	54.7748705	Avoidance	3.43E-21
Burkholderia phymatum STM815	CP001043.1	Proteobacteria	1.72E-07	0.63	3479187	48.55442177	59.19383331	Avoidance	6.98E-12
Yersinia pseudotuberculosis PB1/+	CP001048.1	Proteobacteria	2.28E-13	0.48	4695619	41.0609858	56.69890598	Avoidance	2.70E-21
Neisseria gonorrhoeae NCCP11945	CP001050.1	Proteobacteria	9.59E-12	0.52	2232025	42.37213404	57.18475073	Avoidance	6.74E-15
Burkholderia phytofirmans PsJN	CP001052.1	Proteobacteria	0.004610690973	0.63	4467537	47.91666667	58.33333333	Avoidance	5.00E-13
Elusimicrobium minutum Pei191	CP001055.1	Elusimicrobia	0.000482992433	0.4	1643562	29.20918367	54.68693449	Avoidance	5.54E-23
Clostridium botulinum B str. Eklund 17B	CP001056.1	Firmicutes	3.80E-13	0.28	3800327	27.92792793	53.1323678	Avoidance	1.59E-23
Shigella boydii CDC 3083-94	CP001063.1	Proteobacteria	6.87E-22	0.51	4615997	41.67720185	57.59784076	Avoidance	6.45E-23
Ralstonia pickettii 12J	CP001068.1	Proteobacteria	7.10E-08	0.63	3942557	50.58479532	58.53618955	Avoidance	8.86E-12
Akkermansia muciniphila ATCC BAA-835	CP001071.1	Verrucomicrobia	0.866183324	0.56	2664102	43.45774346	57.74278215	Non-Avoidance	1.05E-16
Helicobacter pylori Shi470	CP001072.2	Proteobacteria	9.31E-08	0.39	1608548	32.81853282	52.16647662	Avoidance	6.09E-21
Rhizobium etli CIAT 652	CP001074.1	Proteobacteria	0.9999758714	0.62	4513324	50.48461863	59.19824272	Non-Avoidance	1.50E-11
Clostridium botulinum E3 str. Alaska E43	CP001078.1	Firmicutes	4.57E-08	0.27	3659644	27.97619048	53.24144972	Avoidance	1.34E-23
Anaplasma marginale str. Florida	CP001079.1	Proteobacteria	0.000535105149	0.5	1202435	44.27736007	56.01693207	Avoidance	1.76E-12
Sulfurihydrogenibium sp. YO3AOP1	CP001080.1	Aquificae	0.03563050001	0.32	1838442	29.61570593	59.25021796	Avoidance	1.37E-22
Clostridium botulinum Ba4 str. 657	CP001083.1	Firmicutes	9.44E-12	0.28	3977794	28.69897959	54.0592474	Avoidance	8.06E-24
Lactobacillus casei str. Zhang	CP001084.1	Firmicutes	0.04594261958	0.47	2861848	39.09090909	54.34464837	Avoidance	2.08E-20
Candidatus Riesia pediculicola USDA	CP001085.1	Proteobacteria	0.003018325895	0.28	574390	26.75070028	48.60774818	Avoidance	1.17E-17
Desulfobacterium autotrophicum HRM2	CP001087.1	Proteobacteria	0.04998278376	0.49	5589073	36.87315634	55.87271876	Avoidance	1.25E-21
Geobacter lovleyi SZ	CP001089.1	Proteobacteria	0.9993125145	0.55	3917761	42.60651629	58.09818953	Non-Avoidance	8.00E-20
Actinobacillus pleuropneumoniae serovar 7 str. AP76	CP001091.1	Proteobacteria	1.45E-15	0.41	2331981	35.92314119	54.23170309	Avoidance	2.69E-20
Bifidobacterium longum subsp. infantis ATCC 15697	CP001095.1	Actinobacteria	5.39E-09	0.6	2832748	49.6286588	60.22172949	Avoidance	2.64E-17
Rhodopseudomonas palustris TIE-1	CP001096.1	Proteobacteria	0.9999961692	0.65	5744041	52.79866333	60.08230453	Non-Avoidance	2.03E-09
Chlorobium limicola DSM 245	CP001097.1	Chlorobi	0.809171399	0.51	2763181	38.90306122	54.13324603	Non-Avoidance	9.65E-19
Halothermothrix orenii H 168	CP001098.1	Firmicutes	0.5278352592	0.38	2578146	35.90391909	57.68336176	Non-Avoidance	8.99E-23
Chlorobaculum parvum NCIB 8327	CP001099.1	Chlorobi	0.9882493246	0.56	2289249	42.01432786	55.02102607	Non-Avoidance	6.91E-17
Chloroherpeton thalassium ATCC 35110	CP001100.1	Chlorobi	6.16E-14	0.45	3293456	35.18752634	53.98287284	Avoidance	2.12E-24
Chlorobium phaeobacteroides BS1	CP001101.1	Chlorobi	0.3699427456	0.49	2736403	39.4437421	53.67744063	Non-Avoidance	5.69E-19
Candidatus Amoebophilus asiaticus 5a2	CP001102.1	Bacteroidetes	0.1058455969	0.35	1884364	30.31135531	52.69438029	Non-Avoidance	4.54E-19
Alteromonas macleodii str. 'Deep ecotype'	CP001103.2	Proteobacteria	2.80E-05	0.45	4448980	38.88888889	54.52533746	Avoidance	9.74E-15
Eubacterium eligens ATCC 27750	CP001104.1	Firmicutes	4.64E-08	0.38	2144190	32.89241623	54.08424908	Avoidance	8.98E-21
Eubacterium rectale ATCC 33656	CP001107.1	Firmicutes	0.07361675704	0.41	3449685	34.70613471	54.76635514	Non-Avoidance	9.48E-20
Prosthecochloris aestuarii DSM 271	CP001108.1	Chlorobi	0.9971201299	0.5	2512923	38.68003342	54.21352893	Non-Avoidance	5.33E-22
Pelodictyon phaeoclathratiforme BU-1	CP001110.1	Chlorobi	0.8346077602	0.48	3018238	38.1377551	54.31273439	Non-Avoidance	1.54E-21
Stenotrophomonas maltophilia R551-3	CP001111.1	Proteobacteria	4.91E-07	0.66	4573969	53.30804888	58.72686899	Avoidance	3.98E-07
Salmonella enterica subsp. enterica serovar Newport str. SL254	CP001113.1	Proteobacteria	7.70E-05	0.52	4827641	42.43943191	57.3155416	Avoidance	5.29E-18
Deinococcus deserti VCD115	CP001114.1	Deinococcus-Thermus	0.148974827	0.63	2819842	53.13283208	58.67942894	Non-Avoidance	5.12E-05
Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	CP001120.1	Proteobacteria	2.62E-05	0.52	4888768	42.23057644	57.34693878	Avoidance	8.56E-19
Geobacter bemidjiensis Bem	CP001124.1	Proteobacteria	0.2610274302	0.6	4615150	41.22807018	58.2149475	Non-Avoidance	9.14E-21
Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	CP001127.1	Proteobacteria	0.0003841678524	0.52	4709075	41.93817878	57.29587085	Avoidance	3.75E-19
Streptococcus equi subsp. zooepidemicus MGCS10565	CP001129.1	Firmicutes	1.60E-42	0.42	2024171	32.89646134	52.40873165	Avoidance	3.84E-18
Hydrogenobaculum sp. Y04AAS1	CP001130.1	Aquificae	3.61E-25	0.35	1559514	32.65306122	58.47187832	Avoidance	1.27E-23
Anaeromyxobacter sp. K	CP001131.1	Proteobacteria	1	0.75	5061632	61.98904341	62.4958124	Non-Avoidance	0.2538909
Acidithiobacillus ferrooxidans ATCC 53993	CP001132.1	Proteobacteria	0.6195869593	0.59	2885038	47.95321637	60.13805004	Non-Avoidance	3.04E-16
Edwardsiella tarda EIB202	CP001135.1	Proteobacteria	3.55E-05	0.6	3760463	45.04150284	57.19052916	Avoidance	7.11E-15
Salmonella enterica subsp. enterica serovar Agona str. SL483	CP001138.1	Proteobacteria	8.86E-05	0.52	4798660	42.35588972	57.17833307	Avoidance	4.82E-18
Vibrio fischeri MJ11	CP001139.1	Proteobacteria	3.83E-31	0.39	2905029	37.71929825	55.28961225	Avoidance	2.84E-21
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	CP001144.1	Proteobacteria	1.09E-05	0.52	4842908	42.14075011	57.46585736	Avoidance	8.64E-20
Coprothermobacter proteolyticus DSM 5265	CP001145.1	Firmicutes	0.02215731502	0.45	1424912	39.85413985	61.01209421	Avoidance	1.16E-23
Dictyoglomus thermophilum H-6-12	CP001146.1	Dictyoglomi	3.79E-19	0.34	1959987	32.61694058	60.35235171	Avoidance	1.09E-24
Thermodesulfovibrio yellowstonii DSM 11347	CP001147.1	Nitrospirae	0.0003756730135	0.34	2003803	29.9744898	59.84278307	Avoidance	4.78E-25
Rhodobacter sphaeroides KD131	CP001150.1	Proteobacteria	0.1334728137	0.69	3152792	57.35735736	60.84070796	Non-Avoidance	0.001206534
Laribacter hongkongensis HLHK9	CP001154.1	Proteobacteria	0.5300407096	0.62	3169329	48.41269841	58.51652697	Non-Avoidance	1.34E-16
Azotobacter vinelandii DJ	CP001157.1	Proteobacteria	0.995595313	0.66	5365318	51.21136174	58.53124474	Non-Avoidance	7.77E-09
Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	CP001158.1	Proteobacteria	0.03311484065	0.26	641895	26.21315193	50.44722719	Avoidance	5.59E-19
