Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Pseudomonas aeruginosa UCBPP-PA14	208963	CP000438.1	Proteobacteria	4.63053396540571e-07	0.999999768473349	2.31526698270286e-07	0.66	6537648	50.5847953216	57.9430226944	Non-Avoidance	5.765435e-10
Francisella novicida U112	401614	CP000439.1	Proteobacteria	0.0654667920682253	0.0327333960341126	0.967266608516471	0.32	1910031	27.9336734694	53.3240722366	Avoidance	5.169644e-20
Burkholderia ambifaria AMMD	339670	CP000440.1	Proteobacteria	1.76732414443708e-17	8.8366207221854e-18	1	0.67	3556545	49.3197278912	58.9167564241	Avoidance	1.149032e-11
Shewanella sp. MR-7	60481	CP000444.1	Proteobacteria	1.9050391601432e-10	9.52519580071602e-11	0.999999999904748	0.48	4792610	40.2673350042	56.2578419072	Avoidance	2.038882e-20
Shewanella sp. MR-4	60480	CP000446.1	Proteobacteria	2.06382903177586e-12	1.03191451588793e-12	0.999999999998968	0.48	4706287	40.2255639098	56.0488861386	Avoidance	2.637852e-20
Shewanella frigidimarina NCIMB 400	318167	CP000447.1	Proteobacteria	0.000108353868940481	5.41769344702407e-05	0.999945823072862	0.42	4845257	38.9724310777	55.7466889938	Avoidance	1.784241e-22
Syntrophomonas wolfei subsp. wolfei str. Goettingen	335541	CP000448.1	Firmicutes	0.0343474447167711	0.982826279349021	0.0171737223583856	0.45	2936195	39.3901420217	56.8611861981	Non-Avoidance	1.47822e-21
Maricaulis maris MCS10	394221	CP000449.1	Proteobacteria	0.498585798261519	0.750707114412622	0.249292899130759	0.63	3368780	50.9189640769	59.9214145383	Non-Avoidance	1.298498e-09
Nitrosomonas eutropha C91	335283	CP000450.1	Proteobacteria	0.168160554672995	0.0840802773364973	0.915919729135762	0.48	2661057	38.2638010957	56.6245006658	Non-Avoidance	1.503984e-20
Alkalilimnicola ehrlichii MLHE-1	187272	CP000453.1	Proteobacteria	7.05321192602636e-06	0.999996473394664	3.52660596301318e-06	0.68	3275944	54.5112781955	61.4612020087	Non-Avoidance	6.383155e-09
Arthrobacter sp. FB24	290399	CP000454.1	Actinobacteria	0.0161115986991038	0.00805579934955191	0.99194420158767	0.65	4698945	54.4217687075	59.7253218884	Avoidance	1.226621e-06
Burkholderia cenocepacia HI2424	331272	CP000458.1	Proteobacteria	6.35846772277209e-15	3.17923386138605e-15	0.999999999999997	0.67	3483902	49.3889591235	58.9951377634	Avoidance	6.757559e-12
Aeromonas hydrophila subsp. hydrophila ATCC 7966	380703	CP000462.1	Proteobacteria	7.71240404627572e-07	3.85620202313786e-07	0.999999614379854	0.62	4744448	44.8621553885	57.5084364454	Avoidance	2.149094e-19
Rhodopseudomonas palustris BisA53	316055	CP000463.1	Proteobacteria	0.270154957728344	0.864922529856164	0.135077478864172	0.64	5505494	53.8011695906	59.6264618607	Non-Avoidance	1.905725e-06
Escherichia coli APEC O1	405955	CP000468.1	Proteobacteria	2.79362042799906e-05	1.39681021399953e-05	0.999986031899906	0.51	5082025	42.5271098538	57.7488450231	Avoidance	1.352499e-20
Shewanella sp. ANA-3	94122	CP000469.1	Proteobacteria	4.81201035366369e-12	2.40600517683184e-12	0.999999999997594	0.48	4972204	40.3091060986	55.93114241	Avoidance	4.947548e-19
Magnetococcus sp. MC-1	156889	CP000471.1	Proteobacteria	0.124710243469789	0.0623551217348947	0.937644883259325	0.54	4719581	46.6919511167	58.0777431524	Non-Avoidance	2.570796e-14
Shewanella piezotolerans WP3	225849	CP000472.1	Proteobacteria	6.6785886718078e-05	3.3392943359039e-05	0.999966607062647	0.43	5396476	39.7660818713	55.4519247075	Avoidance	5.413006e-22
Candidatus Solibacter usitatus Ellin6076	234267	CP000473.1	Acidobacteria	0.0521838300726621	0.973908087130495	0.026091915036331	0.62	9965640	49.1228070175	59.5094936709	Non-Avoidance	9.397959e-12
Arthrobacter aurescens TC1	290340	CP000474.1	Actinobacteria	0.584531974864811	0.292265987432405	0.707734028038565	0.62	4597686	54.329004329	59.6070248652	Non-Avoidance	3.060445e-06
Syntrophobacter fumaroxidans MPOB	335543	CP000478.1	Proteobacteria	0.244372580944362	0.877813716980984	0.122186290472181	0.60	4990251	48.2873851295	60.1259987707	Non-Avoidance	4.167966e-16
Mycobacterium avium 104	243243	CP000479.1	Actinobacteria	3.70328033491362e-07	0.999999814836025	1.85164016745681e-07	0.69	5475491	60.7893607894	61.3570329858	Non-Avoidance	0.1271434
Mycobacterium smegmatis str. MC2 155	246196	CP000480.1	Actinobacteria	0.0124983756799473	0.993750812886761	0.00624918783997367	0.67	6988209	59.0986394558	61.6048755714	Non-Avoidance	0.008965438
Acidothermus cellulolyticus 11B	351607	CP000481.1	Actinobacteria	1.71693109267896e-07	0.999999914153468	8.58465546339479e-08	0.67	2443540	62.5	64.3256905579	Non-Avoidance	0.1105254
Pelobacter propionicus DSM 2379	338966	CP000482.1	Proteobacteria	0.724663406840144	0.362331703420072	0.63766831037347	0.59	4008000	44.5279866332	58.7163109519	Non-Avoidance	4.397772e-17
Bacillus thuringiensis str. Al Hakam	412694	CP000485.1	Firmicutes	8.53913034340126e-07	4.26956517170063e-07	0.999999573043582	0.35	5257091	35.9693877551	55.4399867921	Avoidance	2.307788e-20
Campylobacter fetus subsp. fetus 82-40	360106	CP000487.1	Proteobacteria	0.000312212985342528	0.000156106492671264	0.999843893538675	0.33	1773615	29.1562238931	51.7004203286	Avoidance	1.539922e-21
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	CP000488.1	Proteobacteria	0.536710423804565	0.731644806740024	0.268355211902282	0.34	1160782	29.7619047619	52.271006813	Non-Avoidance	2.213412e-20
Chlorobium phaeobacteroides DSM 266	290317	CP000492.1	Chlorobi	0.000547772081769078	0.000273886040884539	0.999726113999245	0.48	3133902	38.8959123472	53.8082731451	Avoidance	9.112142e-19
Bradyrhizobium sp. BTAi1	288000	CP000494.1	Proteobacteria	0.877106718026439	0.438553359013219	0.561446656107504	0.65	8264687	53.9401601349	59.9148211244	Non-Avoidance	2.70858e-07
Shewanella sp. W3-18-1	351745	CP000503.1	Proteobacteria	9.11996721366478e-15	4.55998360683239e-15	0.999999999999995	0.45	4708380	40.1002506266	56.471731735	Avoidance	3.584747e-22
Shewanella amazonensis SB2B	326297	CP000507.1	Proteobacteria	5.96470095129441e-16	2.98235047564721e-16	1	0.54	4306142	42.6482873851	57.1614795503	Avoidance	1.120783e-18
Nocardioides sp. JS614	196162	CP000509.1	Actinobacteria	0.136039523103413	0.931980244389443	0.0680197615517064	0.72	4985871	62.8401360544	62.1412220461	Non-Avoidance	0.9757828
Psychromonas ingrahamii 37	357804	CP000510.1	Proteobacteria	4.29640651192825e-06	2.14820325596413e-06	0.99999785179717	0.40	4559598	34.5029239766	53.1862341512	Avoidance	4.048252e-21
Mycobacterium vanbaalenii PYR-1	350058	CP000511.1	Actinobacteria	0.100623743583235	0.949688132539499	0.0503118717916173	0.68	6491865	58.6014586015	61.4484396201	Non-Avoidance	0.007503621
Acidovorax citrulli AAC00-1	397945	CP000512.1	Proteobacteria	0.153099531150929	0.923450240561461	0.0765497655754643	0.69	5352772	51.5037593985	58.2725060827	Non-Avoidance	6.582132e-08
Dichelobacter nodosus VCS1703A	246195	CP000513.1	Proteobacteria	0.0198801969981958	0.00994009849909788	0.990059902756386	0.44	1389350	35.3067353067	54.5151674557	Avoidance	1.123817e-19
Marinobacter aquaeolei VT8	351348	CP000514.1	Proteobacteria	0.375373051762763	0.812313485614291	0.187686525881381	0.57	4326849	47.201336675	58.586716494	Non-Avoidance	2.560547e-16
Lactobacillus helveticus DPC 4571	405566	CP000517.1	Firmicutes	3.87004706868172e-11	1.93502353434086e-11	0.99999999998065	0.37	2080931	32.3097463284	52.2923129955	Avoidance	2.353818e-22
Mycobacterium sp. KMS	189918	CP000518.1	Actinobacteria	0.619087983535278	0.309543991767639	0.690456022964985	0.68	5737227	59.2020592021	61.5904102651	Non-Avoidance	0.02345928
Acinetobacter baumannii ATCC 17978	400667	CP000521.1	Proteobacteria	2.04343403006597e-16	1.02171701503299e-16	1	0.39	3976747	39.3073593074	54.9738219895	Avoidance	2.865912e-19
Bartonella bacilliformis KC583	360095	CP000524.1	Proteobacteria	0.0754853443774342	0.0377426721887171	0.962257331833852	0.38	1445021	36.3792363792	56.4358230602	Avoidance	2.283737e-21
Burkholderia mallei SAVP1	320388	CP000526.1	Proteobacteria	0.00046610428354996	0.00023305214177498	0.999766947895374	0.68	3497479	50.3401360544	58.9830508475	Avoidance	5.474945e-08
Desulfovibrio vulgaris DP4	391774	CP000527.1	Proteobacteria	0.118813137675975	0.0594065688379875	0.940593435330028	0.63	3462887	48.9254108723	59.1096324461	Non-Avoidance	1.377975e-13
Polaromonas naphthalenivorans CJ2	365044	CP000529.1	Proteobacteria	0.473963177807703	0.763018424696427	0.236981588903851	0.63	4410291	45.9899749373	56.8382735309	Non-Avoidance	4.73038e-13
Campylobacter jejuni subsp. jejuni 81-176	354242	CP000538.1	Proteobacteria	1.23297765696887e-06	6.16488828484435e-07	0.999999383511348	0.31	1616554	27.6443320691	51.6732283465	Avoidance	1.787632e-20
Acidovorax sp. JS42	232721	CP000539.1	Proteobacteria	0.9738963552105	0.48694817760525	0.513051840535755	0.66	4448856	50.2923976608	57.6789437109	Non-Avoidance	3.243246e-09
Verminephrobacter eiseniae EF01-2	391735	CP000542.1	Proteobacteria	3.9239480717845e-06	0.999998038026355	1.96197403589225e-06	0.65	5566749	53.1328320802	58.8547917024	Non-Avoidance	9.66939e-06
Halorhodospira halophila SL1	349124	CP000544.1	Proteobacteria	9.56727476156293e-11	0.999999999952164	4.78363738078146e-11	0.68	2678452	56.9742941424	62.0993589744	Non-Avoidance	4.023632e-06
Burkholderia mallei NCTC 10229	412022	CP000546.1	Proteobacteria	0.000612979089173368	0.000306489544586684	0.999693510504014	0.68	3458208	49.6782496782	58.9830508475	Avoidance	4.688252e-09
Burkholderia mallei NCTC 10247	320389	CP000548.1	Proteobacteria	0.000772166148038175	0.000386083074019088	0.999613916985409	0.68	3495687	49.8299319728	58.9830508475	Avoidance	6.915819e-09
Prochlorococcus marinus str. AS9601	146891	CP000551.1	Cyanobacteria	0.00841795392824256	0.00420897696412128	0.995791023676869	0.31	1669886	31.6326530612	55.813503579	Avoidance	3.735555e-21
Prochlorococcus marinus str. MIT 9515	167542	CP000552.1	Cyanobacteria	0.894926665941949	0.447463332970974	0.552536687652841	0.31	1704176	31.11946533	55.514201763	Non-Avoidance	3.163375e-21
Prochlorococcus marinus str. NATL1A	167555	CP000553.1	Cyanobacteria	0.0608932176756578	0.969553394556683	0.0304466088378289	0.35	1864731	37.589549094	56.2606878206	Non-Avoidance	2.953447e-18
Prochlorococcus marinus str. MIT 9303	59922	CP000554.1	Cyanobacteria	0.00222640881264601	0.998886795754359	0.001113204406323	0.50	2682675	53.6451748841	58.2629023557	Non-Avoidance	2.188786e-05
Methylibium petroleiphilum PM1	420662	CP000555.1	Proteobacteria	0.0112764414317728	0.0056382207158864	0.994361779958836	0.69	4044195	54.6986936367	59.5238095238	Avoidance	3.290901e-05
Geobacillus thermodenitrificans NG80-2	420246	CP000557.1	Firmicutes	0.201516489320942	0.100758244660471	0.899241760538768	0.49	3550319	42.0564686051	58.9140893471	Non-Avoidance	3.516325e-24
Bacillus amyloliquefaciens FZB42	326423	CP000560.1	Firmicutes	0.36150376095265	0.180751880476325	0.819248129202142	0.46	3918589	36.3826232247	55.9204440333	Non-Avoidance	4.026836e-23
Shewanella baltica OS155	325240	CP000563.1	Proteobacteria	4.91608035617977e-07	2.45804017808989e-07	0.999999754196031	0.46	5127376	39.5638629283	56.429463171	Avoidance	3.162925e-22
Clostridium thermocellum ATCC 27405	203119	CP000568.1	Firmicutes	0.8767495059334	0.561625262395464	0.4383747529667	0.39	3843301	35.8395989975	55.455833727	Non-Avoidance	1.708152e-23
Actinobacillus pleuropneumoniae serovar 5b str. L20	416269	CP000569.1	Proteobacteria	1.78115731159778e-12	8.90578655798892e-13	0.999999999999109	0.41	2274482	34.8639455782	54.0920716113	Avoidance	4.295726e-20
Burkholderia pseudomallei 668	320373	CP000570.1	Proteobacteria	8.34277975116103e-05	4.17138987558051e-05	0.999958286108194	0.68	3912947	50.2976190476	59.1360554942	Avoidance	1.212758e-08
Burkholderia pseudomallei 1106a	357348	CP000572.1	Proteobacteria	0.131605477705027	0.0658027388525136	0.934197266425001	0.68	3988455	50.0425170068	59.0205774446	Non-Avoidance	2.274924e-08
Prochlorococcus marinus str. MIT 9301	167546	CP000576.1	Cyanobacteria	0.00236673179022856	0.00118336589511428	0.998816634315292	0.31	1641879	31.7602040816	55.7187622405	Avoidance	2.21312e-20
Rhodobacter sphaeroides ATCC 17029	349101	CP000577.1	Proteobacteria	0.945985540890986	0.472992770445493	0.527007252488205	0.69	3147721	56.25	60.7755102041	Non-Avoidance	4.047095e-05
Mycobacterium sp. JLS	164757	CP000580.1	Actinobacteria	0.680125303704615	0.340062651852307	0.659937363459859	0.68	6048425	59.1591591592	61.5839243499	Non-Avoidance	0.02462061
Bifidobacterium longum DJO10A	205913	CP000605.1	Actinobacteria	4.29928681613829e-07	2.14964340806915e-07	0.99999978503571	0.60	2375792	50.1322751323	59.4326725906	Avoidance	2.479306e-13
Shewanella loihica PV-4	323850	CP000606.1	Proteobacteria	1.4621294642771e-06	7.31064732138548e-07	0.999999268935419	0.54	4602594	41.186299081	55.5025497615	Avoidance	4.238094e-19
Chlorobium phaeovibrioides DSM 265	290318	CP000607.1	Chlorobi	0.0271910949287975	0.986404453909747	0.0135955474643987	0.53	1966858	41.213653603	55.1061007958	Non-Avoidance	3.033628e-18
Francisella tularensis subsp. tularensis WY96-3418	418136	CP000608.1	Proteobacteria	0.0101878126228827	0.00509390631144135	0.994906094603371	0.32	1898476	27.7636054422	53.1851557849	Avoidance	4.906916e-20
Mycobacterium tuberculosis H37Ra	419947	CP000611.1	Actinobacteria	6.03051127089042e-05	0.999969847449223	3.01525563544521e-05	0.66	4419977	59.4805194805	61.2716763006	Non-Avoidance	0.03589929
Desulfotomaculum reducens MI-1	349161	CP000612.1	Firmicutes	7.14319164399266e-10	3.57159582199633e-10	0.99999999964284	0.42	3608104	40.5815423515	56.8270300334	Avoidance	5.964299e-23
Rhodospirillum centenum SW	414684	CP000613.2	Proteobacteria	0.213667375403594	0.106833687701797	0.893166319917931	0.70	4355543	58.8554720134	61.9258733818	Non-Avoidance	0.02514858
Burkholderia vietnamiensis G4	269482	CP000614.1	Proteobacteria	2.01906059126839e-13	1.00953029563419e-13	0.999999999999899	0.66	3652814	49.335049335	59.0063091483	Avoidance	4.118524e-12
Vibrio cholerae O395	345073	CP000627.1	Proteobacteria	5.61431525221769e-16	2.80715762610885e-16	1	0.48	3024069	39.5538395538	56.3146394756	Avoidance	6.356895e-24
Agrobacterium radiobacter K84	311403	CP000628.1	Proteobacteria	0.536228187571155	0.268114093785578	0.731885921608331	0.60	4005130	48.4268707483	59.0984974958	Non-Avoidance	8.64819e-14
Agrobacterium vitis S4	311402	CP000633.1	Proteobacteria	5.25117108350725e-05	2.62558554175362e-05	0.999973744149818	0.58	3726375	47.7891156463	58.8246233959	Avoidance	6.859177e-15
Aeromonas salmonicida subsp. salmonicida A449	382245	CP000644.1	Proteobacteria	1.55426458376896e-08	7.77132291884478e-09	0.999999992228678	0.59	4702402	43.567251462	57.7426700826	Avoidance	3.889788e-20
Klebsiella pneumoniae subsp. pneumoniae MGH 78578	272620	CP000647.1	Proteobacteria	0.018609857377908	0.00930492868895399	0.990695072286384	0.57	5315120	42.8153717627	57.2659297789	Avoidance	4.012871e-18
Enterobacter sp. 638	399742	CP000653.1	Proteobacteria	0.000539213958575151	0.000269606979287575	0.99973039305556	0.53	4518712	42.2723475355	57.0721904467	Avoidance	3.707338e-20
Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1	312153	CP000655.1	Proteobacteria	2.56889852073132e-19	1.28444926036566e-19	1	0.45	2159490	39.99157185	55.3315105947	Avoidance	8.358021e-17
Mycobacterium gilvum PYR-GCK	350054	CP000656.1	Actinobacteria	0.0981108527830862	0.0490554263915431	0.950944578121084	0.68	5619607	58.7730587731	61.2198925663	Avoidance	0.0033455
Rhodobacter sphaeroides ATCC 17025	349102	CP000661.1	Proteobacteria	0.583809601744575	0.291904800872287	0.70809521819178	0.68	3217726	56.462585034	60.6469002695	Non-Avoidance	1.100142e-05
Salinispora tropica CNB-440	369723	CP000667.1	Actinobacteria	0.0119126131304711	0.00595630656523553	0.994043694165409	0.69	5183331	61.7361989043	63.4849785408	Avoidance	0.08377998
Yersinia pestis Pestoides F	386656	CP000668.1	Proteobacteria	7.36692817389585e-10	3.68346408694792e-10	0.999999999631654	0.48	4517345	41.3533834586	56.8283986979	Avoidance	6.905841e-22
Haemophilus influenzae PittEE	374930	CP000671.1	Proteobacteria	3.60833723523301e-06	1.8041686176165e-06	0.99999819583177	0.38	1813033	35.8215358215	54.1386271871	Avoidance	3.273266e-21
Haemophilus influenzae PittGG	374931	CP000672.1	Proteobacteria	3.53957327681049e-11	1.76978663840524e-11	0.999999999982302	0.38	1887192	34.8623853211	54.1048637461	Avoidance	2.139251e-20
Clostridium kluyveri DSM 555	431943	CP000673.1	Firmicutes	5.46450531113757e-09	2.73225265556879e-09	0.999999997267748	0.32	3964618	29.6103896104	53.9518900344	Avoidance	6.099703e-26
Legionella pneumophila str. Corby	400673	CP000675.2	Proteobacteria	0.907610186539021	0.45380509326951	0.546194923869426	0.38	3576470	33.7968815845	56.3457895643	Non-Avoidance	1.470213e-22
Caldicellulosiruptor saccharolyticus DSM 8903	351627	CP000679.1	Firmicutes	0.000423400501381333	0.000211700250690666	0.999788299781395	0.35	2970275	33.7510442774	58.6064269806	Avoidance	4.074733e-24
Pseudomonas mendocina ymp	399739	CP000680.1	Proteobacteria	0.0128329477212255	0.993583526873463	0.00641647386061274	0.65	5072807	49.599662874	57.5050033356	Non-Avoidance	1.487416e-10
Shewanella putrefaciens CN-32	319224	CP000681.1	Proteobacteria	9.69219143591353e-13	4.84609571795677e-13	0.999999999999515	0.44	4659220	39.6825396825	56.4841498559	Avoidance	1.058493e-22
Rickettsia massiliae MTU5	416276	CP000683.1	Proteobacteria	0.281487087596877	0.859256470126174	0.140743543798438	0.33	1360898	26.0812581913	52.0850040096	Non-Avoidance	1.102515e-18
Flavobacterium johnsoniae UW101	376686	CP000685.1	Bacteroidetes	0.0174264834831054	0.991286759638199	0.00871324174155268	0.34	6096872	28.4427284427	52.2845575477	Non-Avoidance	8.68709e-21
Roseiflexus sp. RS-1	357808	CP000686.1	Chloroflexi	0.607351213882209	0.696324407050511	0.303675606941104	0.60	5801598	48.7670068027	62.8815628816	Non-Avoidance	1.618293e-17
Actinobacillus pleuropneumoniae serovar 3 str. JL03	434271	CP000687.1	Proteobacteria	3.80956086517202e-12	1.90478043258601e-12	0.999999999998095	0.41	2242062	34.9206349206	54.3214102345	Avoidance	1.86538e-22
Dehalococcoides sp. BAV1	216389	CP000688.1	Chloroflexi	7.85360347265603e-12	3.92680173632802e-12	0.999999999996073	0.47	1341892	37.1861471861	57.3870573871	Avoidance	5.101438e-23
Acidiphilium cryptum JF-5	349163	CP000697.1	Proteobacteria	0.00365296534611928	0.998173517571765	0.00182648267305964	0.68	3389227	56.384323641	61.1487691759	Non-Avoidance	8.861389e-05
Geobacter uraniireducens Rf4	351605	CP000698.1	Proteobacteria	0.435478355224699	0.217739177612349	0.782260833507146	0.54	5136364	39.4557823129	57.9586121052	Non-Avoidance	2.03005e-22
Sphingomonas wittichii RW1	392499	CP000699.1	Proteobacteria	0.00807549494605765	0.995962253013006	0.00403774747302882	0.68	5382261	58.9549093974	60.6204829896	Non-Avoidance	0.007978223
Thermotoga petrophila RKU-1	390874	CP000702.1	Thermotogae	3.1896935713846e-05	1.5948467856923e-05	0.999984051534937	0.46	1823511	43.4098639456	64.6621403168	Avoidance	1.476176e-24
Staphylococcus aureus subsp. aureus JH9	359786	CP000703.1	Firmicutes	1.81921547136062e-07	9.09607735680308e-08	0.999999909039249	0.33	2906700	31.4200680272	52.1180154937	Avoidance	1.553832e-21
Lactobacillus reuteri DSM 20016	557436	CP000705.1	Firmicutes	6.25343161656433e-10	3.12671580828217e-10	0.999999999687328	0.39	1999618	34.1991341991	52.7011952191	Avoidance	4.102732e-22
Brucella ovis ATCC 25840	444178	CP000708.1	Proteobacteria	1.70151913275842e-05	8.50759566379211e-06	0.999991492406348	0.57	2111370	48.7344487344	59.2537590496	Avoidance	2.296559e-11
